agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Stainless steel (SS 316),0.95,Commonly used for product trays/racks for its corrosion resistance and strength in freeze dryer environments; largely standard material with few substitutes.,722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Stainless steel (SS 316),0.95,Commonly used for product trays/racks for its corrosion resistance and strength in freeze dryer environments; largely standard material with few substitutes.,722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Stainless steel (SS 316),0.95,Commonly used for product trays/racks for its corrosion resistance and strength in freeze dryer environments; largely standard material with few substitutes.,722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Stainless steel (SS 316),0.95,Commonly used for product trays/racks for its corrosion resistance and strength in freeze dryer environments; largely standard material with few substitutes.,722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Stainless steel (SS 316),0.95,Commonly used for product trays/racks for its corrosion resistance and strength in freeze dryer environments; largely standard material with few substitutes.,722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Aluminum,0.85,Used often for trays due to good thermal conductivity and light weight; a standard alternative though less corrosion resistant than stainless steel.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Aluminum,0.85,Used often for trays due to good thermal conductivity and light weight; a standard alternative though less corrosion resistant than stainless steel.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Aluminum,0.85,Used often for trays due to good thermal conductivity and light weight; a standard alternative though less corrosion resistant than stainless steel.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Aluminum,0.85,Used often for trays due to good thermal conductivity and light weight; a standard alternative though less corrosion resistant than stainless steel.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Aluminum,0.85,Used often for trays due to good thermal conductivity and light weight; a standard alternative though less corrosion resistant than stainless steel.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Glass,0.55,"Sometimes used for trays or support surfaces in lab freeze dryers, albeit less common; alternatives exist so moderate confidence.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Glass,0.55,"Sometimes used for trays or support surfaces in lab freeze dryers, albeit less common; alternatives exist so moderate confidence.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Glass,0.55,"Sometimes used for trays or support surfaces in lab freeze dryers, albeit less common; alternatives exist so moderate confidence.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Glass,0.55,"Sometimes used for trays or support surfaces in lab freeze dryers, albeit less common; alternatives exist so moderate confidence.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Product Tray Or Rack,0.82,Supported by multiple agents with decent confidence. Necessary for holding the product inside the chamber during drying.,Glass,0.55,"Sometimes used for trays or support surfaces in lab freeze dryers, albeit less common; alternatives exist so moderate confidence.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Stainless steel (SS 316),0.95,Primary structural material for vacuum chamber enclosures due to corrosion resistance and vacuum compatibility; industry standard with no common substitutes.,722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Stainless steel (SS 316),0.95,Primary structural material for vacuum chamber enclosures due to corrosion resistance and vacuum compatibility; industry standard with no common substitutes.,722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Stainless steel (SS 316),0.95,Primary structural material for vacuum chamber enclosures due to corrosion resistance and vacuum compatibility; industry standard with no common substitutes.,722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Stainless steel (SS 316),0.95,Primary structural material for vacuum chamber enclosures due to corrosion resistance and vacuum compatibility; industry standard with no common substitutes.,722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Stainless steel (SS 316),0.95,Primary structural material for vacuum chamber enclosures due to corrosion resistance and vacuum compatibility; industry standard with no common substitutes.,722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Aluminum,0.65,Used occasionally for lighter weight vacuum chambers but less common than stainless steel; moderate confidence due to alternatives.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Aluminum,0.65,Used occasionally for lighter weight vacuum chambers but less common than stainless steel; moderate confidence due to alternatives.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Aluminum,0.65,Used occasionally for lighter weight vacuum chambers but less common than stainless steel; moderate confidence due to alternatives.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Aluminum,0.65,Used occasionally for lighter weight vacuum chambers but less common than stainless steel; moderate confidence due to alternatives.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Aluminum,0.65,Used occasionally for lighter weight vacuum chambers but less common than stainless steel; moderate confidence due to alternatives.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Glass,0.5,Used in some smaller benchtop vacuum chambers for visibility; alternatives common so lower confidence.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Glass,0.5,Used in some smaller benchtop vacuum chambers for visibility; alternatives common so lower confidence.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Glass,0.5,Used in some smaller benchtop vacuum chambers for visibility; alternatives common so lower confidence.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Glass,0.5,Used in some smaller benchtop vacuum chambers for visibility; alternatives common so lower confidence.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber Enclosure,1.0,Unanimous high confidence from agents and critical structural component to maintain vacuum.,Glass,0.5,Used in some smaller benchtop vacuum chambers for visibility; alternatives common so lower confidence.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Pump Assembly,0.98,Strong consensus from multiple agents with high average confidence (around 0.98). Crucial for creating vacuum environment for freeze drying.,Vacuum pump materials,0.95,"Encompasses seals, rotors, and components specific to vacuum pumps; core materials essential for pump function, no substitutes at generic level.",382490,China,metric tons,0.0,45.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Vacuum pump materials
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Pump Assembly,0.98,Strong consensus from multiple agents with high average confidence (around 0.98). Crucial for creating vacuum environment for freeze drying.,Vacuum pump materials,0.95,"Encompasses seals, rotors, and components specific to vacuum pumps; core materials essential for pump function, no substitutes at generic level.",382490,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Vacuum pump materials
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Pump Assembly,0.98,Strong consensus from multiple agents with high average confidence (around 0.98). Crucial for creating vacuum environment for freeze drying.,Vacuum pump materials,0.95,"Encompasses seals, rotors, and components specific to vacuum pumps; core materials essential for pump function, no substitutes at generic level.",382490,Japan,metric tons,0.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Vacuum pump materials
1,d4v1v1,Freeze Dryer (Lyophilizer),Vacuum Pump Assembly,0.98,Strong consensus from multiple agents with high average confidence (around 0.98). Crucial for creating vacuum environment for freeze drying.,Vacuum pump materials,0.95,"Encompasses seals, rotors, and components specific to vacuum pumps; core materials essential for pump function, no substitutes at generic level.",382490,Germany,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Vacuum pump materials
