technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Aluminum,0.95,Round 2 refinement with peer support: 2,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Aluminum,0.95,Round 2 refinement with peer support: 2,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Aluminum,0.95,Round 2 refinement with peer support: 2,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Aluminum,0.95,Round 2 refinement with peer support: 2,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Aluminum,0.95,Round 2 refinement with peer support: 2,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Borosilicate glass,0.95,Round 2 refinement with peer support: 2,700800,China,metric tons,1843333.3333333333,37.33,0.75,LLM fallback cache (previously computed) - no USGS data available for Borosilicate glass
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Borosilicate glass,0.95,Round 2 refinement with peer support: 2,700800,Germany,metric tons,660000.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Borosilicate glass
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Borosilicate glass,0.95,Round 2 refinement with peer support: 2,700800,United States,metric tons,568333.3333333334,12.67,0.78,LLM fallback cache (previously computed) - no USGS data available for Borosilicate glass
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Borosilicate glass,0.95,Round 2 refinement with peer support: 2,700800,Japan,metric tons,420000.0,9.5,0.72,LLM fallback cache (previously computed) - no USGS data available for Borosilicate glass
Smartphone,OLED Display Module,0.98,"Strong consensus from 2 agents with highest confidence. Primary user interface component, choosing the more complete assembly.",Borosilicate glass,0.95,Round 2 refinement with peer support: 2,700800,Italy,metric tons,290000.0,5.67,0.657,LLM fallback cache (previously computed) - no USGS data available for Borosilicate glass
