technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Glass,0.95,"Glass serves as the substrate providing structural support and optical clarity, universally used in rigid OLED displays.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Glass,0.95,"Glass serves as the substrate providing structural support and optical clarity, universally used in rigid OLED displays.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Glass,0.95,"Glass serves as the substrate providing structural support and optical clarity, universally used in rigid OLED displays.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Glass,0.95,"Glass serves as the substrate providing structural support and optical clarity, universally used in rigid OLED displays.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Glass,0.95,"Glass serves as the substrate providing structural support and optical clarity, universally used in rigid OLED displays.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Indium,0.9,"Indium is a critical component of the indium tin oxide transparent conductor layer, industry standard in display modules.",811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Indium,0.9,"Indium is a critical component of the indium tin oxide transparent conductor layer, industry standard in display modules.",811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Indium,0.9,"Indium is a critical component of the indium tin oxide transparent conductor layer, industry standard in display modules.",811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Indium,0.9,"Indium is a critical component of the indium tin oxide transparent conductor layer, industry standard in display modules.",811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Indium,0.9,"Indium is a critical component of the indium tin oxide transparent conductor layer, industry standard in display modules.",811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Acrylic,0.7,"Acrylic polymers are used for housing and light guide panels for their optical properties, multiple polymer options exist.",390690,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Acrylic
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Acrylic,0.7,"Acrylic polymers are used for housing and light guide panels for their optical properties, multiple polymer options exist.",390690,United States,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylic
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Acrylic,0.7,"Acrylic polymers are used for housing and light guide panels for their optical properties, multiple polymer options exist.",390690,South Korea,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Acrylic
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Acrylic,0.7,"Acrylic polymers are used for housing and light guide panels for their optical properties, multiple polymer options exist.",390690,Japan,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Acrylic
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Acrylic,0.7,"Acrylic polymers are used for housing and light guide panels for their optical properties, multiple polymer options exist.",390690,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Acrylic
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Silver,0.65,"Silver is commonly used as cathode electrode material but has substitutes like aluminum, moderate confidence.",710610,MEXICO,METRIC TONS,6400.0,24.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Silver,0.65,"Silver is commonly used as cathode electrode material but has substitutes like aluminum, moderate confidence.",710610,CHINA,METRIC TONS,3400.0,13.08,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Silver,0.65,"Silver is commonly used as cathode electrode material but has substitutes like aluminum, moderate confidence.",710610,PERU,METRIC TONS,3100.0,11.92,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Silver,0.65,"Silver is commonly used as cathode electrode material but has substitutes like aluminum, moderate confidence.",710610,OTHER,METRIC TONS,3000.0,11.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,OLED Display Module,0.95,"Essential for user interface, universally present as a separate procured unit in all smartphones",Silver,0.65,"Silver is commonly used as cathode electrode material but has substitutes like aluminum, moderate confidence.",710610,CHILE,METRIC TONS,1400.0,5.38,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Lithium,0.95,"Lithium is the primary energy storage element in lithium-ion chemistry, absolutely essential with no viable alternatives at commercial scale.",280520,AUSTRALIA,METRIC TONS,86000.0,47.78,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Lithium,0.95,"Lithium is the primary energy storage element in lithium-ion chemistry, absolutely essential with no viable alternatives at commercial scale.",280520,CHILE,METRIC TONS,44000.0,24.44,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Lithium,0.95,"Lithium is the primary energy storage element in lithium-ion chemistry, absolutely essential with no viable alternatives at commercial scale.",280520,CHINA,METRIC TONS,33000.0,18.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Lithium,0.95,"Lithium is the primary energy storage element in lithium-ion chemistry, absolutely essential with no viable alternatives at commercial scale.",280520,ARGENTINA,METRIC TONS,9600.0,5.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Lithium,0.95,"Lithium is the primary energy storage element in lithium-ion chemistry, absolutely essential with no viable alternatives at commercial scale.",280520,BRAZIL,METRIC TONS,4900.0,2.72,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Cobalt,0.85,"Cobalt is used in cathode materials to enhance energy density and stability, standard in NMC chemistries though some alternatives exist.",810510,CONGO,METRIC TONS,170000.0,73.91,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Cobalt,0.85,"Cobalt is used in cathode materials to enhance energy density and stability, standard in NMC chemistries though some alternatives exist.",810510,INDONESIA,METRIC TONS,17000.0,7.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Cobalt,0.85,"Cobalt is used in cathode materials to enhance energy density and stability, standard in NMC chemistries though some alternatives exist.",810510,RUSSIA,METRIC TONS,8800.0,3.83,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Cobalt,0.85,"Cobalt is used in cathode materials to enhance energy density and stability, standard in NMC chemistries though some alternatives exist.",810510,OTHER,METRIC TONS,6600.0,2.87,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Cobalt,0.85,"Cobalt is used in cathode materials to enhance energy density and stability, standard in NMC chemistries though some alternatives exist.",810510,AUSTRALIA,METRIC TONS,4600.0,2.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Nickel,0.8,"Nickel serves as cathode material to increase capacity, commonly used in various formulations with some variation.",750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Nickel,0.8,"Nickel serves as cathode material to increase capacity, commonly used in various formulations with some variation.",750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Nickel,0.8,"Nickel serves as cathode material to increase capacity, commonly used in various formulations with some variation.",750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Nickel,0.8,"Nickel serves as cathode material to increase capacity, commonly used in various formulations with some variation.",750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Nickel,0.8,"Nickel serves as cathode material to increase capacity, commonly used in various formulations with some variation.",750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Copper,0.9,"Copper is an essential electrical conductor for current collectors and internal wiring in batteries, universal across designs.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Copper,0.9,"Copper is an essential electrical conductor for current collectors and internal wiring in batteries, universal across designs.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Copper,0.9,"Copper is an essential electrical conductor for current collectors and internal wiring in batteries, universal across designs.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Copper,0.9,"Copper is an essential electrical conductor for current collectors and internal wiring in batteries, universal across designs.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,"Critical for portable power, always a distinct replaceable component with separate supply chain",Copper,0.9,"Copper is an essential electrical conductor for current collectors and internal wiring in batteries, universal across designs.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
