technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Glass,0.95,"Glass serves as the substrate in OLED displays, providing structural support and optical clarity; it is universally used in display modules.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Glass,0.95,"Glass serves as the substrate in OLED displays, providing structural support and optical clarity; it is universally used in display modules.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Glass,0.95,"Glass serves as the substrate in OLED displays, providing structural support and optical clarity; it is universally used in display modules.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Glass,0.95,"Glass serves as the substrate in OLED displays, providing structural support and optical clarity; it is universally used in display modules.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Glass,0.95,"Glass serves as the substrate in OLED displays, providing structural support and optical clarity; it is universally used in display modules.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Indium,0.9,Indium is used in indium tin oxide (ITO) thin films for transparent conductive layers in displays; industry standard material for conductive coating.,811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Indium,0.9,Indium is used in indium tin oxide (ITO) thin films for transparent conductive layers in displays; industry standard material for conductive coating.,811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Indium,0.9,Indium is used in indium tin oxide (ITO) thin films for transparent conductive layers in displays; industry standard material for conductive coating.,811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Indium,0.9,Indium is used in indium tin oxide (ITO) thin films for transparent conductive layers in displays; industry standard material for conductive coating.,811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Indium,0.9,Indium is used in indium tin oxide (ITO) thin films for transparent conductive layers in displays; industry standard material for conductive coating.,811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Aluminum,0.8,Aluminum is commonly used for reflective electrodes and thin-film layers; favored for conductivity and light weight but alternatives exist.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Aluminum,0.8,Aluminum is commonly used for reflective electrodes and thin-film layers; favored for conductivity and light weight but alternatives exist.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Aluminum,0.8,Aluminum is commonly used for reflective electrodes and thin-film layers; favored for conductivity and light weight but alternatives exist.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Aluminum,0.8,Aluminum is commonly used for reflective electrodes and thin-film layers; favored for conductivity and light weight but alternatives exist.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Aluminum,0.8,Aluminum is commonly used for reflective electrodes and thin-film layers; favored for conductivity and light weight but alternatives exist.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Carbon,0.75,"Carbon is used in organic emissive layers and conductive components, fundamental in OLED technology though alternatives like organic compounds are also key.",280300,China,metric tons,0.0,50.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Carbon,0.75,"Carbon is used in organic emissive layers and conductive components, fundamental in OLED technology though alternatives like organic compounds are also key.",280300,India,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Carbon,0.75,"Carbon is used in organic emissive layers and conductive components, fundamental in OLED technology though alternatives like organic compounds are also key.",280300,United States,metric tons,0.0,12.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Carbon,0.75,"Carbon is used in organic emissive layers and conductive components, fundamental in OLED technology though alternatives like organic compounds are also key.",280300,Russia,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Carbon,0.75,"Carbon is used in organic emissive layers and conductive components, fundamental in OLED technology though alternatives like organic compounds are also key.",280300,Brazil,metric tons,0.0,8.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Silver,0.65,"Silver is a high conductivity electrode material used in some display layers, but sometimes replaced by aluminum or other metals.",710610,MEXICO,METRIC TONS,6400.0,24.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Silver,0.65,"Silver is a high conductivity electrode material used in some display layers, but sometimes replaced by aluminum or other metals.",710610,CHINA,METRIC TONS,3400.0,13.08,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Silver,0.65,"Silver is a high conductivity electrode material used in some display layers, but sometimes replaced by aluminum or other metals.",710610,PERU,METRIC TONS,3100.0,11.92,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Silver,0.65,"Silver is a high conductivity electrode material used in some display layers, but sometimes replaced by aluminum or other metals.",710610,OTHER,METRIC TONS,3000.0,11.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,AMOLED Display Module,0.95,The display module is essential for user interface and is universally present as a separate procured unit in all smartphones.,Silver,0.65,"Silver is a high conductivity electrode material used in some display layers, but sometimes replaced by aluminum or other metals.",710610,CHILE,METRIC TONS,1400.0,5.38,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Critical for portable power, the lithium-ion battery pack is always a distinct replaceable component with a separate supply chain.",Lithium,0.95,"Lithium is the primary electrochemical active material in lithium-ion batteries, absolutely essential for energy storage functionality.",280520,AUSTRALIA,METRIC TONS,86000.0,47.78,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Critical for portable power, the lithium-ion battery pack is always a distinct replaceable component with a separate supply chain.",Lithium,0.95,"Lithium is the primary electrochemical active material in lithium-ion batteries, absolutely essential for energy storage functionality.",280520,CHILE,METRIC TONS,44000.0,24.44,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Critical for portable power, the lithium-ion battery pack is always a distinct replaceable component with a separate supply chain.",Lithium,0.95,"Lithium is the primary electrochemical active material in lithium-ion batteries, absolutely essential for energy storage functionality.",280520,CHINA,METRIC TONS,33000.0,18.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Critical for portable power, the lithium-ion battery pack is always a distinct replaceable component with a separate supply chain.",Lithium,0.95,"Lithium is the primary electrochemical active material in lithium-ion batteries, absolutely essential for energy storage functionality.",280520,ARGENTINA,METRIC TONS,9600.0,5.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Critical for portable power, the lithium-ion battery pack is always a distinct replaceable component with a separate supply chain.",Lithium,0.95,"Lithium is the primary electrochemical active material in lithium-ion batteries, absolutely essential for energy storage functionality.",280520,BRAZIL,METRIC TONS,4900.0,2.72,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
