agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Glass,0.95,Glass serves as the structural substrate and optical layer providing transparency and support; universally used in OLED display modules for its clarity and durability.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Glass,0.95,Glass serves as the structural substrate and optical layer providing transparency and support; universally used in OLED display modules for its clarity and durability.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Glass,0.95,Glass serves as the structural substrate and optical layer providing transparency and support; universally used in OLED display modules for its clarity and durability.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Glass,0.95,Glass serves as the structural substrate and optical layer providing transparency and support; universally used in OLED display modules for its clarity and durability.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Glass,0.95,Glass serves as the structural substrate and optical layer providing transparency and support; universally used in OLED display modules for its clarity and durability.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Indium,0.9,"Indium is a critical component of indium tin oxide (ITO), used as a transparent conductive layer in OLED displays; industry standard with minimal substitutes.",811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Indium,0.9,"Indium is a critical component of indium tin oxide (ITO), used as a transparent conductive layer in OLED displays; industry standard with minimal substitutes.",811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Indium,0.9,"Indium is a critical component of indium tin oxide (ITO), used as a transparent conductive layer in OLED displays; industry standard with minimal substitutes.",811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Indium,0.9,"Indium is a critical component of indium tin oxide (ITO), used as a transparent conductive layer in OLED displays; industry standard with minimal substitutes.",811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Indium,0.9,"Indium is a critical component of indium tin oxide (ITO), used as a transparent conductive layer in OLED displays; industry standard with minimal substitutes.",811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Acrylic,0.7,"Acrylic polymers are used in housing, protective layers, or optical adhesives in the display; commonly used but alternatives like polycarbonate exist.",390690,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Acrylic
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Acrylic,0.7,"Acrylic polymers are used in housing, protective layers, or optical adhesives in the display; commonly used but alternatives like polycarbonate exist.",390690,United States,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylic
1,d5v1v1,Smartphone,OLED Display Module,0.98,"The OLED display module, integrating the touchscreen sensor and display panel, is a critical and separate assembly procured from specialized manufacturers.",Acrylic,0.7,"Acrylic polymers are used in housing, protective layers, or optical adhesives in the display; commonly used but alternatives like polycarbonate exist.",390690,South Korea,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Acrylic
