agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Stainless steel (SS 304/316),0.98,"Primary structural material known for corrosion resistance and biocompatibility, absolutely essential for vessel manufacturing with no common substitutes.",722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Stainless steel (SS 304/316),0.98,"Primary structural material known for corrosion resistance and biocompatibility, absolutely essential for vessel manufacturing with no common substitutes.",722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Stainless steel (SS 304/316),0.98,"Primary structural material known for corrosion resistance and biocompatibility, absolutely essential for vessel manufacturing with no common substitutes.",722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Stainless steel (SS 304/316),0.98,"Primary structural material known for corrosion resistance and biocompatibility, absolutely essential for vessel manufacturing with no common substitutes.",722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Stainless steel (SS 304/316),0.98,"Primary structural material known for corrosion resistance and biocompatibility, absolutely essential for vessel manufacturing with no common substitutes.",722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Silicon,0.7,Used as a trace alloying element to improve mechanical properties in stainless steel; common though not always specified.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Silicon,0.7,Used as a trace alloying element to improve mechanical properties in stainless steel; common though not always specified.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Silicon,0.7,Used as a trace alloying element to improve mechanical properties in stainless steel; common though not always specified.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Silicon,0.7,Used as a trace alloying element to improve mechanical properties in stainless steel; common though not always specified.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Silicon,0.7,Used as a trace alloying element to improve mechanical properties in stainless steel; common though not always specified.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Chromium,0.95,Key alloying element providing corrosion resistance; essential and standardized in stainless steel formulations.,280300,SOUTH AFRICA,THOUSAND METRIC TONS,18000.0,43.9,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Chromium,0.95,Key alloying element providing corrosion resistance; essential and standardized in stainless steel formulations.,280300,TURKEY,THOUSAND METRIC TONS,6000.0,14.63,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Chromium,0.95,Key alloying element providing corrosion resistance; essential and standardized in stainless steel formulations.,280300,KAZAKHSTAN,THOUSAND METRIC TONS,6000.0,14.63,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Chromium,0.95,Key alloying element providing corrosion resistance; essential and standardized in stainless steel formulations.,280300,OTHER,THOUSAND METRIC TONS,5200.0,12.68,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Chromium,0.95,Key alloying element providing corrosion resistance; essential and standardized in stainless steel formulations.,280300,INDIA,THOUSAND METRIC TONS,4200.0,10.24,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Bioreactor,Stainless Steel Bioreactor Vessel,0.98,Strong consensus among all agents with high confidence; fundamental primary component for bioreactor.,Nickel,0.9,"Important alloying element stabilizing the austenitic structure, improving toughness and corrosion resistance; industry standard in SS 304/316.",750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
