technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Antimony,0.9,Round 3 refinement with peer support: 2,811100,CHINA,METRIC TONS,40000.0,48.19,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Antimony,0.9,Round 3 refinement with peer support: 2,811100,TAJIKISTAN,METRIC TONS,21000.0,25.3,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Antimony,0.9,Round 3 refinement with peer support: 2,811100,TURKEY,METRIC TONS,6000.0,7.23,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Antimony,0.9,Round 3 refinement with peer support: 2,811100,BURMA,METRIC TONS,4600.0,5.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Power Source/battery Pack Assembly,0.96,"Strongest consensus with all 3 agents supporting (0.95 average confidence). Power source is fundamental primary component, manufactured as complete sealed unit.",Antimony,0.9,Round 3 refinement with peer support: 2,811100,RUSSIA,METRIC TONS,4300.0,5.18,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,"Processor, Soc (system On Chip)",0.96,"Strong consensus from 2 agents with high confidence (0.95 average). This is the central processing unit containing CPU, GPU, and other essential circuits - absolutely critical primary component.",Aluminum,0.95,Round 3 refinement with peer support: 2,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
