technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Copper,0.9,Copper is used in OLED displays for the electrical components due to its high conductivity.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Copper,0.9,Copper is used in OLED displays for the electrical components due to its high conductivity.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Copper,0.9,Copper is used in OLED displays for the electrical components due to its high conductivity.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Copper,0.9,Copper is used in OLED displays for the electrical components due to its high conductivity.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Copper,0.9,Copper is used in OLED displays for the electrical components due to its high conductivity.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Aluminum,0.85,Aluminum is commonly used as a substrate material for OLED displays due to its thin film properties.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Aluminum,0.85,Aluminum is commonly used as a substrate material for OLED displays due to its thin film properties.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Aluminum,0.85,Aluminum is commonly used as a substrate material for OLED displays due to its thin film properties.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Aluminum,0.85,Aluminum is commonly used as a substrate material for OLED displays due to its thin film properties.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED),0.95,Essential for user interface; universally present as a separate procured unit in all smartphones,Aluminum,0.85,Aluminum is commonly used as a substrate material for OLED displays due to its thin film properties.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
