technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Glass,0.95,Glass serves as the substrate providing structural support and optical clarity; it is universally used in rigid display modules due to its transparency and durability.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Glass,0.95,Glass serves as the substrate providing structural support and optical clarity; it is universally used in rigid display modules due to its transparency and durability.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Glass,0.95,Glass serves as the substrate providing structural support and optical clarity; it is universally used in rigid display modules due to its transparency and durability.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Glass,0.95,Glass serves as the substrate providing structural support and optical clarity; it is universally used in rigid display modules due to its transparency and durability.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Glass,0.95,Glass serves as the substrate providing structural support and optical clarity; it is universally used in rigid display modules due to its transparency and durability.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Indium,0.9,"Indium is a critical element in indium tin oxide (ITO), a transparent conductive coating essential for OLED operation; it is the industry standard with few substitutes.",811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Indium,0.9,"Indium is a critical element in indium tin oxide (ITO), a transparent conductive coating essential for OLED operation; it is the industry standard with few substitutes.",811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Indium,0.9,"Indium is a critical element in indium tin oxide (ITO), a transparent conductive coating essential for OLED operation; it is the industry standard with few substitutes.",811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Indium,0.9,"Indium is a critical element in indium tin oxide (ITO), a transparent conductive coating essential for OLED operation; it is the industry standard with few substitutes.",811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Indium,0.9,"Indium is a critical element in indium tin oxide (ITO), a transparent conductive coating essential for OLED operation; it is the industry standard with few substitutes.",811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Silver,0.65,"Silver is commonly used as an electrode material in OLED displays due to its excellent conductivity, although aluminum can be an alternative.",710610,MEXICO,METRIC TONS,6400.0,24.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Silver,0.65,"Silver is commonly used as an electrode material in OLED displays due to its excellent conductivity, although aluminum can be an alternative.",710610,CHINA,METRIC TONS,3400.0,13.08,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Silver,0.65,"Silver is commonly used as an electrode material in OLED displays due to its excellent conductivity, although aluminum can be an alternative.",710610,PERU,METRIC TONS,3100.0,11.92,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Silver,0.65,"Silver is commonly used as an electrode material in OLED displays due to its excellent conductivity, although aluminum can be an alternative.",710610,OTHER,METRIC TONS,3000.0,11.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Silver,0.65,"Silver is commonly used as an electrode material in OLED displays due to its excellent conductivity, although aluminum can be an alternative.",710610,CHILE,METRIC TONS,1400.0,5.38,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Aluminum,0.75,"Used in electrode layers or reflective layers in displays, aluminum is a very common material though not always mandatory depending on design.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Aluminum,0.75,"Used in electrode layers or reflective layers in displays, aluminum is a very common material though not always mandatory depending on design.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Aluminum,0.75,"Used in electrode layers or reflective layers in displays, aluminum is a very common material though not always mandatory depending on design.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Aluminum,0.75,"Used in electrode layers or reflective layers in displays, aluminum is a very common material though not always mandatory depending on design.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Oled Display Module,0.96,Strong consensus among all agents with high confidence (avg 0.96); pivotal for smartphone visual interface.,Aluminum,0.75,"Used in electrode layers or reflective layers in displays, aluminum is a very common material though not always mandatory depending on design.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
