agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Tool steel,0.95,"Tool steel is essential for punch and die tooling sets due to its high hardness and wear resistance, standard in tooling applications, with very few substitutes offering comparable performance.",722840,China,metric tons,0.0,40.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Tool steel,0.95,"Tool steel is essential for punch and die tooling sets due to its high hardness and wear resistance, standard in tooling applications, with very few substitutes offering comparable performance.",722840,Germany,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Tool steel,0.95,"Tool steel is essential for punch and die tooling sets due to its high hardness and wear resistance, standard in tooling applications, with very few substitutes offering comparable performance.",722840,Japan,metric tons,0.0,12.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Tool steel,0.95,"Tool steel is essential for punch and die tooling sets due to its high hardness and wear resistance, standard in tooling applications, with very few substitutes offering comparable performance.",722840,United States,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Tool steel,0.95,"Tool steel is essential for punch and die tooling sets due to its high hardness and wear resistance, standard in tooling applications, with very few substitutes offering comparable performance.",722840,South Korea,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Titanium carbide,0.85,"Titanium carbide may be used as a cutting edge coating or insert material to enhance wear resistance and hardness of tooling, common in high-performance tooling but some alternatives exist.",284920,Russia,metric tons,0.0,40.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Titanium carbide
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Titanium carbide,0.85,"Titanium carbide may be used as a cutting edge coating or insert material to enhance wear resistance and hardness of tooling, common in high-performance tooling but some alternatives exist.",284920,China,metric tons,0.0,30.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium carbide
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Titanium carbide,0.85,"Titanium carbide may be used as a cutting edge coating or insert material to enhance wear resistance and hardness of tooling, common in high-performance tooling but some alternatives exist.",284920,Japan,metric tons,0.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Titanium carbide
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Titanium carbide,0.85,"Titanium carbide may be used as a cutting edge coating or insert material to enhance wear resistance and hardness of tooling, common in high-performance tooling but some alternatives exist.",284920,United States,metric tons,0.0,10.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Titanium carbide
1,d2v1v1,Tablet Press (Rotary Tablet Press),Punch And Die Tooling Set,1.0,"These are critical tooling components that directly form the tablets by compression; they are standard, separately manufactured, precision components widely sourced independently.",Titanium carbide,0.85,"Titanium carbide may be used as a cutting edge coating or insert material to enhance wear resistance and hardness of tooling, common in high-performance tooling but some alternatives exist.",284920,Germany,metric tons,0.0,5.0,0.6,LLM fallback cache (previously computed) - no USGS data available for Titanium carbide
