agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Steel Ingots,0.95,"Primary structural material for manufacturing heavy-duty rotary turret components due to high strength and machinability, industry standard with no practical substitutes in heavy machinery.",720610,China,metric tons,0.0,52.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Steel Ingots,0.95,"Primary structural material for manufacturing heavy-duty rotary turret components due to high strength and machinability, industry standard with no practical substitutes in heavy machinery.",720610,Japan,metric tons,0.0,6.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Steel Ingots,0.95,"Primary structural material for manufacturing heavy-duty rotary turret components due to high strength and machinability, industry standard with no practical substitutes in heavy machinery.",720610,India,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Steel Ingots,0.95,"Primary structural material for manufacturing heavy-duty rotary turret components due to high strength and machinability, industry standard with no practical substitutes in heavy machinery.",720610,South Korea,metric tons,0.0,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Steel Ingots,0.95,"Primary structural material for manufacturing heavy-duty rotary turret components due to high strength and machinability, industry standard with no practical substitutes in heavy machinery.",720610,Germany,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Tool steel,0.9,"Used for wear resistant and precision parts within the rotary turret such as guideways and bearing surfaces, very common for tooling parts due to hardness and toughness.",722840,China,metric tons,0.0,40.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Tool steel,0.9,"Used for wear resistant and precision parts within the rotary turret such as guideways and bearing surfaces, very common for tooling parts due to hardness and toughness.",722840,Germany,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Tool steel,0.9,"Used for wear resistant and precision parts within the rotary turret such as guideways and bearing surfaces, very common for tooling parts due to hardness and toughness.",722840,Japan,metric tons,0.0,12.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Tool steel,0.9,"Used for wear resistant and precision parts within the rotary turret such as guideways and bearing surfaces, very common for tooling parts due to hardness and toughness.",722840,United States,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Tool steel,0.9,"Used for wear resistant and precision parts within the rotary turret such as guideways and bearing surfaces, very common for tooling parts due to hardness and toughness.",722840,South Korea,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Tool steel
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Aluminum,0.65,"Sometimes used for lightweight components or housings of rotary turret but alternatives like steel exist, hence moderate confidence.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Aluminum,0.65,"Sometimes used for lightweight components or housings of rotary turret but alternatives like steel exist, hence moderate confidence.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Aluminum,0.65,"Sometimes used for lightweight components or housings of rotary turret but alternatives like steel exist, hence moderate confidence.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Aluminum,0.65,"Sometimes used for lightweight components or housings of rotary turret but alternatives like steel exist, hence moderate confidence.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Aluminum,0.65,"Sometimes used for lightweight components or housings of rotary turret but alternatives like steel exist, hence moderate confidence.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Carbon,0.55,Carbon may be used as element in steels or coatings; confidence moderate since not always separately specified.,280300,China,metric tons,0.0,50.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Carbon
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Carbon,0.55,Carbon may be used as element in steels or coatings; confidence moderate since not always separately specified.,280300,India,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Carbon
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Carbon,0.55,Carbon may be used as element in steels or coatings; confidence moderate since not always separately specified.,280300,United States,metric tons,0.0,12.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Carbon
1,d3v1v1,Tablet Press (Rotary Tablet Press),Rotary Turret,0.97,Strong consensus among all agents with high confidence (average 0.97). It is a primary component as a compression station carrier in a rotary tablet press.,Carbon,0.55,Carbon may be used as element in steels or coatings; confidence moderate since not always separately specified.,280300,Russia,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Carbon
